B_index,B_id,Latitude,Longitude,Start_time,End_time,Tags,B_Size,Influence,Zone,Cost
4048,443959,34.043418,-118.248138,21:36,21:37,Park,296,0.44047619,1,0.041505022
4049,443959,34.043418,-118.248138,21:37,21:38,Restaurant,637,1.895833333,1,0.191891748
4050,443959,34.043418,-118.248138,21:38,21:39,Burger Joint,410,0.610119048,1,0.066189246
4051,443959,34.043418,-118.248138,21:39,21:40,Sandwich Place,149,0.443452381,1,0.039967698
4052,443959,34.043418,-118.248138,21:41,21:42,Camera Store,567,0.84375,1,0.090656773
4053,443959,34.043418,-118.248138,21:42,21:43,Pet Service,588,0.875,1,0.083888152
4054,443959,34.043418,-118.248138,21:44,21:45,Motorcycle Shop,317,0.47172619,1,0.05153242
4055,443959,34.043418,-118.248138,21:45,21:46,German Restaurant,373,2.775297619,1,0.251396544
4056,443959,34.043418,-118.248138,21:47,21:48,Vietnamese Restaurant,602,0.895833333,1,0.087710985
4057,443959,34.043418,-118.248138,21:49,21:50,Photography Lab,662,0.985119048,1,0.097851539
4058,443959,34.043418,-118.248138,21:51,21:52,Sorority House,466,1.386904762,1,0.130405325
4059,443959,34.043418,-118.248138,21:53,21:54,Caribbean Restaurant,580,1.726190476,1,0.188145193
4060,443959,34.043418,-118.248138,22:03,22:04,Sorority House,653,0.97172619,1,0.089228357
4061,443959,34.043418,-118.248138,22:04,22:05,Gaming Cafe,607,0.90327381,1,0.090966044
4062,443959,34.043418,-118.248138,22:05,22:06,Design Studio,435,1.294642857,1,0.128791706
4063,443959,34.043418,-118.248138,22:10,22:11,Beer Garden,377,0.561011905,1,0.051622664
4064,443959,34.043418,-118.248138,22:14,22:15,Car Wash,131,0.194940476,1,0.018276262
4065,443959,34.043418,-118.248138,22:15,22:16,Gastropub,235,0.349702381,1,0.032298719
4066,443959,34.043418,-118.248138,22:21,22:22,Brewery,370,0.550595238,1,0.055469641
4067,443959,34.043418,-118.248138,22:23,22:24,Antique Shop,165,0.736607143,1,0.075218174
4068,443959,34.043418,-118.248138,22:26,22:27,Ferry,151,0.224702381,1,0.024103813
4069,443959,34.043418,-118.248138,22:29,22:30,Fish & Chips Shop,141,0.419642857,1,0.03973453
4070,443959,34.043418,-118.248138,22:32,22:33,Gluten-free Restaurant,104,0.154761905,1,0.016293439
4071,443959,34.043418,-118.248138,22:38,22:39,Australian Restaurant,140,0.416666667,1,0.042996505
4072,443959,34.043418,-118.248138,22:44,22:45,Spiritual Center,267,0.397321429,1,0.037707176
4073,443959,34.043418,-118.248138,22:46,22:47,Embassy / Consulate,567,2.53125,1,0.254778105
4074,443959,34.043418,-118.248138,22:50,22:51,Mediterranean Restaurant,412,0.613095238,1,0.061787871
4075,443959,34.043418,-118.248138,22:51,22:52,Malaysian Restaurant,347,0.516369048,1,0.049914891
4076,443959,34.043418,-118.248138,22:53,22:54,Hardware Store,530,0.788690476,1,0.072016596
4077,443959,34.043418,-118.248138,22:54,22:55,Snack Place,589,1.75297619,1,0.161413577
4078,443959,34.043418,-118.248138,22:55,22:56,Fish & Chips Shop,639,0.950892857,1,0.093865423
4079,443959,34.043418,-118.248138,23:00,23:01,Food Truck,622,0.925595238,1,0.092091693
4080,443959,34.043418,-118.248138,23:01,23:02,Dessert Shop,457,0.680059524,1,0.069264466
4081,443959,34.043418,-118.248138,23:03,23:04,River,216,0.642857143,1,0.066823609
4082,443959,34.043418,-118.248138,23:06,23:07,Filipino Restaurant,644,0.958333333,1,0.091997353
4083,443959,34.043418,-118.248138,23:07,23:08,Mall,191,0.28422619,1,0.027633946
4084,443959,34.043418,-118.248138,23:09,23:10,Caribbean Restaurant,323,0.961309524,1,0.100726132
4085,443959,34.043418,-118.248138,23:12,23:13,Nightlife Spot,178,0.264880952,1,0.024023459
4086,443959,34.043418,-118.248138,23:15,23:16,Cupcake Shop,414,0.616071429,1,0.06240898
4087,443959,34.043418,-118.248138,23:16,23:17,Steakhouse,98,0.145833333,1,0.014682633
4088,443959,34.043418,-118.248138,23:19,23:20,Board Shop,319,0.474702381,1,0.046829316
4089,443959,34.043418,-118.248138,23:20,23:21,River,488,0.726190476,1,0.074195748
4090,443959,34.043418,-118.248138,23:23,23:24,Gluten-free Restaurant,195,0.290178571,1,0.026703922
4091,443959,34.043418,-118.248138,23:30,23:31,American Restaurant,624,0.928571429,1,0.093434533
4092,443959,34.043418,-118.248138,23:32,23:33,Department Store,330,0.491071429,1,0.045581804
4093,443959,34.043418,-118.248138,23:34,23:35,Fast Food Restaurant,311,0.462797619,1,0.0491487
4094,443959,34.043418,-118.248138,23:38,23:39,Music Store,335,0.498511905,1,0.047695004
4095,443959,34.043418,-118.248138,23:43,23:44,Park,476,0.708333333,1,0.071071514
4096,443959,34.043418,-118.248138,23:44,23:45,Hotel,120,0.357142857,1,0.032443095
4097,443959,34.043418,-118.248138,23:45,23:46,Arepa Restaurant,492,1.464285714,1,0.159577039
4098,443959,34.043418,-118.248138,23:46,23:47,South American Restaurant,615,0.915178571,1,0.090447805
4099,443959,34.043418,-118.248138,23:51,23:52,Bus Station,641,0.953869048,1,0.099765953
4100,443959,34.043418,-118.248138,23:55,23:56,Professional & Other Places,409,1.217261905,1,0.111778535
3111,443718,34.039088,-118.249485,0:00,0:01,Caribbean Restaurant,393,0.584821429,2,0.059442163
3112,443718,34.039088,-118.249485,0:16,0:17,Latin American Restaurant,353,1.050595238,2,0.095357872
3113,443718,34.039088,-118.249485,0:18,0:19,Flea Market,551,0.819940476,2,0.078734331
3114,443718,34.039088,-118.249485,0:22,0:23,Travel & Transport,424,0.630952381,2,0.060629857
3115,443718,34.039088,-118.249485,0:23,0:24,Restaurant,136,0.202380952,2,0.020645975
3116,443718,34.039088,-118.249485,0:24,0:25,River,182,0.270833333,2,0.02556836
3117,443718,34.039088,-118.249485,0:26,0:27,Eastern European Restaurant,382,0.568452381,2,0.053660346
3118,443718,34.039088,-118.249485,0:27,0:28,BBQ Joint,664,0.988095238,2,0.096407439
3119,443718,34.039088,-118.249485,0:28,0:29,Ramen / Noodle House,528,1.571428571,2,0.169880998
3120,443718,34.039088,-118.249485,0:30,0:31,Internet Cafe,389,0.578869048,2,0.058950767
3121,443718,34.039088,-118.249485,0:31,0:32,History Museum,323,0.961309524,2,0.090227259
3122,443718,34.039088,-118.249485,0:33,0:34,Distillery,341,0.507440476,2,0.05550026
3123,443718,34.039088,-118.249485,0:37,0:38,Indian Restaurant,452,1.345238095,2,0.125194542
3124,443718,34.039088,-118.249485,0:50,0:51,Bar,665,0.989583333,2,0.089446071
3125,443718,34.039088,-118.249485,0:58,0:59,Train Station,197,0.293154762,2,0.030028166
3126,443718,34.039088,-118.249485,1:06,1:07,Bagel Shop,487,0.724702381,2,0.074742006
3127,443718,34.039088,-118.249485,1:07,1:08,Fast Food Restaurant,514,0.764880952,2,0.072902496
3128,443718,34.039088,-118.249485,1:10,1:11,Wings Joint,108,0.321428571,2,0.03122966
3129,443718,34.039088,-118.249485,1:15,1:16,Trade School,228,0.339285714,2,0.032060659
3130,443718,34.039088,-118.249485,1:16,1:17,Afghan Restaurant,448,0.666666667,2,0.062718807
3131,443718,34.039088,-118.249485,1:20,1:21,Cosmetics Shop,595,1.770833333,2,0.166193363
3132,443718,34.039088,-118.249485,1:24,1:25,College & University,149,0.443452381,2,0.040607383
3133,443718,34.039088,-118.249485,1:26,1:27,Indian Restaurant,650,2.901785714,2,0.273471626
3134,443718,34.039088,-118.249485,1:27,1:28,Dumpling Restaurant,655,0.974702381,2,0.104205435
3135,443718,34.039088,-118.249485,1:33,1:34,Record Shop,643,0.956845238,2,0.097033052
3136,443718,34.039088,-118.249485,1:34,1:35,Library,390,0.580357143,2,0.060454522
3137,443718,34.039088,-118.249485,1:38,1:39,Burrito Place,203,0.302083333,2,0.032031388
3138,443718,34.039088,-118.249485,1:39,1:40,Furniture / Home Store,333,0.991071429,2,0.093840815
3139,443718,34.039088,-118.249485,1:46,1:47,Mediterranean Restaurant,413,0.614583333,2,0.063620047
3140,443718,34.039088,-118.249485,1:53,1:54,Recycling Facility,172,0.255952381,2,0.023087369
3141,443718,34.039088,-118.249485,1:54,1:55,Board Shop,220,0.327380952,2,0.03007603
3142,443718,34.039088,-118.249485,1:58,1:59,Bar,535,0.796130952,2,0.081058603
3143,443718,34.039088,-118.249485,2:00,2:01,Afghan Restaurant,474,0.705357143,2,0.064678078
3144,443718,34.039088,-118.249485,2:04,2:05,Sushi Restaurant,239,0.355654762,2,0.035969548
3145,443718,34.039088,-118.249485,2:05,2:06,Garden,206,0.306547619,2,0.031417095
3146,443718,34.039088,-118.249485,2:07,2:08,Taxi,263,0.782738095,2,0.071305195
3147,443718,34.039088,-118.249485,2:08,2:09,Clothing Store,646,0.961309524,2,0.087659661
3148,443718,34.039088,-118.249485,2:09,2:10,Bike Rental / Bike Share,229,0.34077381,2,0.034687701
3149,443718,34.039088,-118.249485,2:10,2:11,Animal Shelter,567,0.84375,2,0.083527348
3150,443718,34.039088,-118.249485,2:11,2:12,African Restaurant,628,0.93452381,2,0.100422772
3151,443718,34.039088,-118.249485,2:22,2:23,Funeral Home,82,0.12202381,2,0.013224675
3152,443718,34.039088,-118.249485,2:23,2:24,Financial or Legal Service,308,0.458333333,2,0.04750868
3153,443718,34.039088,-118.249485,2:29,2:30,Embassy / Consulate,421,0.626488095,2,0.061473257
3154,443718,34.039088,-118.249485,2:31,2:32,General Entertainment,473,0.703869048,2,0.074245166
3155,443718,34.039088,-118.249485,2:32,2:33,Other Nightlife,644,1.916666667,2,0.201741987
3156,443718,34.039088,-118.249485,2:33,2:34,Bookstore,144,0.214285714,2,0.022176733
3157,443718,34.039088,-118.249485,2:34,2:35,Bus Station,94,0.139880952,2,0.014550954
3158,443718,34.039088,-118.249485,2:36,2:37,Hobby Shop,497,0.739583333,2,0.080667442
3159,443718,34.039088,-118.249485,2:38,2:39,Event Space,665,0.989583333,2,0.097919811
3160,443718,34.039088,-118.249485,2:40,2:41,Car Wash,249,0.370535714,2,0.03777144
3161,443718,34.039088,-118.249485,2:42,2:43,Office,214,0.318452381,2,0.029887429
3162,443718,34.039088,-118.249485,2:43,2:44,Factory,537,0.799107143,2,0.085430556
3163,443718,34.039088,-118.249485,2:46,2:47,Harbor / Marina,609,0.90625,2,0.089335965
3164,443718,34.039088,-118.249485,2:52,2:53,Candy Store,309,0.459821429,2,0.046562048
3165,443718,34.039088,-118.249485,3:05,3:06,College Academic Building,164,0.244047619,2,0.025826921
3166,443718,34.039088,-118.249485,3:06,3:07,Bar,365,0.543154762,2,0.058438845
3167,443718,34.039088,-118.249485,3:14,3:15,Winery,554,0.824404762,2,0.086056396
3168,443718,34.039088,-118.249485,3:15,3:16,Museum,209,0.311011905,2,0.03273107
3169,443718,34.039088,-118.249485,3:16,3:17,Flower Shop,488,0.726190476,2,0.071204684
3170,443718,34.039088,-118.249485,3:18,3:19,Dim Sum Restaurant,622,0.925595238,2,0.087133413
3171,443718,34.039088,-118.249485,3:24,3:25,Bike Shop,328,0.488095238,2,0.046444544
3172,443718,34.039088,-118.249485,3:26,3:27,Southern / Soul Food Restaurant,317,0.47172619,2,0.047815389
3173,443718,34.039088,-118.249485,3:29,3:30,Cajun / Creole Restaurant,540,0.803571429,2,0.075999115
3174,443718,34.039088,-118.249485,3:30,3:31,Embassy / Consulate,310,0.461309524,2,0.050673409
3175,443718,34.039088,-118.249485,3:32,3:33,Clothing Store,84,0.125,2,0.01371965
3176,443718,34.039088,-118.249485,3:39,3:40,Church,606,0.901785714,2,0.083169751
3177,443718,34.039088,-118.249485,3:45,3:46,Convenience Store,456,0.678571429,2,0.070088073
3178,443718,34.039088,-118.249485,3:51,3:52,Flower Shop,244,0.363095238,2,0.035630165
3179,443718,34.039088,-118.249485,3:52,3:53,Bridge,265,0.394345238,2,0.042534847
3180,443718,34.039088,-118.249485,3:54,3:55,Jewelry Store,198,0.294642857,2,0.031599588
3181,443718,34.039088,-118.249485,3:56,3:57,Camera Store,355,0.52827381,2,0.053099594
3182,443718,34.039088,-118.249485,3:57,3:58,Residential Building (Apartment / Condo),318,0.473214286,2,0.044715888
3183,443718,34.039088,-118.249485,4:01,4:02,Taxi,482,0.717261905,2,0.07783172
3184,443718,34.039088,-118.249485,4:10,4:11,Paper / Office Supplies Store,334,1.491071429,2,0.143028954
3185,443718,34.039088,-118.249485,4:14,4:15,Fraternity House,103,0.306547619,2,0.031569791
3186,443718,34.039088,-118.249485,4:16,4:17,Mosque,267,0.397321429,2,0.038552181
3187,443718,34.039088,-118.249485,4:18,4:19,Bank,571,0.849702381,2,0.082546375
3188,443718,34.039088,-118.249485,4:19,4:20,Bagel Shop,111,0.165178571,2,0.015584356
3189,443718,34.039088,-118.249485,4:29,4:30,Hot Dog Joint,357,0.53125,2,0.05440157
3190,443718,34.039088,-118.249485,4:36,4:37,Greek Restaurant,101,0.150297619,2,0.016278294
3191,443718,34.039088,-118.249485,4:37,4:38,Australian Restaurant,200,0.297619048,2,0.030413578
3192,443718,34.039088,-118.249485,4:39,4:40,Performing Arts Venue,131,0.194940476,2,0.017589656
3193,443718,34.039088,-118.249485,4:41,4:42,Athletic & Sport,149,0.22172619,2,0.02066834
3194,443718,34.039088,-118.249485,4:45,4:46,Spa / Massage,498,0.741071429,2,0.081138608
3195,443718,34.039088,-118.249485,4:48,4:49,Coffee Shop,212,0.31547619,2,0.032831845
3196,443718,34.039088,-118.249485,4:50,4:51,Molecular Gastronomy Restaurant,305,0.453869048,2,0.049336418
3197,443718,34.039088,-118.249485,4:53,4:54,Cosmetics Shop,470,0.699404762,2,0.069177555
3198,443718,34.039088,-118.249485,4:55,4:56,Synagogue,508,0.755952381,2,0.082775369
3199,443718,34.039088,-118.249485,4:56,4:57,African Restaurant,122,0.363095238,2,0.033232837
3200,443718,34.039088,-118.249485,4:58,4:59,Ramen / Noodle House,92,0.136904762,2,0.014532229
3201,443718,34.039088,-118.249485,5:00,5:01,Comedy Club,301,0.447916667,2,0.043584685
3202,443718,34.039088,-118.249485,5:01,5:02,Australian Restaurant,88,0.130952381,2,0.012084822
3203,443718,34.039088,-118.249485,5:07,5:08,General Travel,541,0.805059524,2,0.079929897
3204,443718,34.039088,-118.249485,5:09,5:10,Thrift / Vintage Store,577,0.858630952,2,0.092557002
3205,443718,34.039088,-118.249485,5:11,5:12,Arts & Entertainment,405,0.602678571,2,0.06127
3206,443718,34.039088,-118.249485,5:14,5:15,Camera Store,346,0.514880952,2,0.053016426
3207,443718,34.039088,-118.249485,5:17,5:18,Pool Hall,458,0.681547619,2,0.06630155
3208,443718,34.039088,-118.249485,5:19,5:20,Video Game Store,497,0.739583333,2,0.072586214
3209,443718,34.039088,-118.249485,5:20,5:21,Bridal Shop,325,0.483630952,2,0.05110276
3210,443718,34.039088,-118.249485,5:23,5:24,Argentinian Restaurant,418,0.62202381,2,0.067005816
3211,443718,34.039088,-118.249485,5:24,5:25,Salon / Barbershop,330,0.491071429,2,0.048060077
3212,443718,34.039088,-118.249485,5:26,5:27,Furniture / Home Store,153,0.227678571,2,0.023820881
3213,443718,34.039088,-118.249485,5:29,5:30,Animal Shelter,229,0.34077381,2,0.035445309
3214,443718,34.039088,-118.249485,5:30,5:31,Drugstore / Pharmacy,105,0.46875,2,0.043949359
3215,443718,34.039088,-118.249485,5:35,5:36,Food,454,0.675595238,2,0.063512996
3216,443718,34.039088,-118.249485,5:37,5:38,Garden,460,0.68452381,2,0.070428859
3217,443718,34.039088,-118.249485,5:49,5:50,Train Station,158,0.235119048,2,0.024721398
3218,443718,34.039088,-118.249485,5:51,5:52,Medical School,557,0.828869048,2,0.088183968
3219,443718,34.039088,-118.249485,5:52,5:53,Sushi Restaurant,86,0.12797619,2,0.013725333
3220,443718,34.039088,-118.249485,5:54,5:55,Temple,88,0.130952381,2,0.014224613
3221,443718,34.039088,-118.249485,5:59,6:00,Rental Car Location,534,0.794642857,2,0.074839228
3222,443718,34.039088,-118.249485,6:10,6:11,Gastropub,400,0.595238095,2,0.062382919
3223,443718,34.039088,-118.249485,6:11,6:12,Pet Store,87,0.129464286,2,0.013786245
3224,443718,34.039088,-118.249485,6:12,6:13,Middle School,142,0.211309524,2,0.021301417
3225,443718,34.039088,-118.249485,6:13,6:14,Food,435,0.647321429,2,0.061625267
3226,443718,34.039088,-118.249485,6:24,6:25,Historic Site,311,0.462797619,2,0.048018095
3227,443718,34.039088,-118.249485,6:26,6:27,Stadium,304,0.452380952,2,0.043912611
3228,443718,34.039088,-118.249485,6:30,6:31,Hobby Shop,453,0.674107143,2,0.066176347
3229,443718,34.039088,-118.249485,6:32,6:33,Burger Joint,395,0.587797619,2,0.060871364
3230,443718,34.039088,-118.249485,6:33,6:34,Gym / Fitness Center,199,0.296130952,2,0.026972713
3231,443718,34.039088,-118.249485,6:34,6:35,Pet Store,191,0.28422619,2,0.027090217
3232,443718,34.039088,-118.249485,6:35,6:36,Caribbean Restaurant,272,0.404761905,2,0.037597262
3233,443718,34.039088,-118.249485,6:38,6:39,Funeral Home,160,0.238095238,2,0.024339416
3234,443718,34.039088,-118.249485,6:40,6:41,Pet Service,634,0.943452381,2,0.086886332
3235,443718,34.039088,-118.249485,6:41,6:42,Swiss Restaurant,284,0.422619048,2,0.043291179
3236,443718,34.039088,-118.249485,6:42,6:43,Temple,563,1.675595238,2,0.180452308
3237,443718,34.039088,-118.249485,6:43,6:44,Professional & Other Places,635,1.889880952,2,0.171807805
3238,443718,34.039088,-118.249485,6:44,6:45,Southern / Soul Food Restaurant,627,0.933035714,2,0.094633734
3239,443718,34.039088,-118.249485,6:47,6:48,Cuban Restaurant,263,0.391369048,2,0.037265482
3240,443718,34.039088,-118.249485,6:52,6:53,Antique Shop,164,0.244047619,2,0.024575066
3241,443718,34.039088,-118.249485,6:58,6:59,Plaza,598,0.889880952,2,0.094503593
3242,443718,34.039088,-118.249485,6:59,7:00,Fair,419,0.623511905,2,0.067660471
3243,443718,34.039088,-118.249485,7:00,7:01,Nursery School,312,0.464285714,2,0.049167379
3244,443718,34.039088,-118.249485,7:02,7:03,Shop & Service,88,0.130952381,2,0.013899629
3245,443718,34.039088,-118.249485,7:05,7:06,Mediterranean Restaurant,132,0.196428571,2,0.019684602
3246,443718,34.039088,-118.249485,7:06,7:07,Department Store,85,0.126488095,2,0.013192277
3247,443718,34.039088,-118.249485,7:08,7:09,Gift Shop,159,0.236607143,2,0.022211507
3248,443718,34.039088,-118.249485,7:11,7:12,Design Studio,508,0.755952381,2,0.078356017
3249,443718,34.039088,-118.249485,7:12,7:13,Middle School,671,0.998511905,2,0.091435221
3250,443718,34.039088,-118.249485,7:14,7:15,Building,182,0.270833333,2,0.028704368
3251,443718,34.039088,-118.249485,7:15,7:16,Music School,560,0.833333333,2,0.080899902
3252,443718,34.039088,-118.249485,7:16,7:17,Sculpture Garden,537,1.598214286,2,0.153942164
3253,443718,34.039088,-118.249485,7:19,7:20,Wings Joint,494,0.735119048,2,0.076044129
3254,443718,34.039088,-118.249485,7:24,7:25,Vietnamese Restaurant,96,0.142857143,2,0.014345286
3255,443718,34.039088,-118.249485,7:27,7:28,Dessert Shop,501,0.745535714,2,0.07861315
3256,443718,34.039088,-118.249485,7:28,7:29,Ramen / Noodle House,363,0.540178571,2,0.052313797
3257,443718,34.039088,-118.249485,7:32,7:33,Seafood Restaurant,180,0.535714286,2,0.058022124
3258,443718,34.039088,-118.249485,7:33,7:34,Fish & Chips Shop,257,0.382440476,2,0.037981927
3259,443718,34.039088,-118.249485,7:35,7:36,Bike Rental / Bike Share,491,0.730654762,2,0.074753033
3260,443718,34.039088,-118.249485,7:36,7:37,Gaming Cafe,204,0.607142857,2,0.063698038
3261,443718,34.039088,-118.249485,7:37,7:38,Tanning Salon,138,0.205357143,2,0.020813893
3262,443718,34.039088,-118.249485,7:39,7:40,Theater,665,0.989583333,2,0.107995167
3263,443718,34.039088,-118.249485,7:40,7:41,Garden Center,457,0.680059524,2,0.070305436
3264,443718,34.039088,-118.249485,7:41,7:42,University,384,1.142857143,2,0.123897144
3265,443718,34.039088,-118.249485,7:42,7:43,Student Center,336,0.5,2,0.054916956
3266,443718,34.039088,-118.249485,7:44,7:45,Nursery School,330,0.491071429,2,0.051684964
3267,443718,34.039088,-118.249485,7:48,7:49,Housing Development,357,1.0625,2,0.111674478
3268,443718,34.039088,-118.249485,7:49,7:50,Argentinian Restaurant,423,0.629464286,2,0.057979739
3269,443718,34.039088,-118.249485,7:52,7:53,Garden Center,296,0.44047619,2,0.044858299
3270,443718,34.039088,-118.249485,7:59,8:00,Drugstore / Pharmacy,240,0.357142857,2,0.038401572
3271,443718,34.039088,-118.249485,8:05,8:06,Aquarium,253,0.376488095,2,0.035405258
3272,443718,34.039088,-118.249485,8:07,8:08,Falafel Restaurant,176,0.261904762,2,0.028657124
3273,443718,34.039088,-118.249485,8:15,8:16,Food & Drink Shop,547,0.813988095,2,0.084624543
3274,443718,34.039088,-118.249485,8:16,8:17,Salon / Barbershop,296,0.880952381,2,0.08254272
3275,443718,34.039088,-118.249485,8:17,8:18,Cemetery,257,0.382440476,2,0.039178965
3276,443718,34.039088,-118.249485,8:18,8:19,Subway,629,0.936011905,2,0.084817962
3277,443718,34.039088,-118.249485,8:24,8:25,Museum,475,1.413690476,2,0.127947437
3278,443718,34.039088,-118.249485,8:31,8:32,South American Restaurant,161,0.239583333,2,0.024858977
3279,443718,34.039088,-118.249485,8:33,8:34,Building,174,0.258928571,2,0.023691034
3280,443718,34.039088,-118.249485,8:37,8:38,Salad Place,348,0.517857143,2,0.054731051
3281,443718,34.039088,-118.249485,8:39,8:40,Professional & Other Places,529,0.787202381,2,0.080612774
3282,443718,34.039088,-118.249485,8:40,8:41,Cemetery,549,0.816964286,2,0.081517453
3283,443718,34.039088,-118.249485,8:45,8:46,Molecular Gastronomy Restaurant,423,1.888392857,2,0.181091097
3284,443718,34.039088,-118.249485,8:47,8:48,College Stadium,493,1.467261905,2,0.157631107
3285,443718,34.039088,-118.249485,8:48,8:49,River,159,0.236607143,2,0.023152102
3286,443718,34.039088,-118.249485,8:52,8:53,Indian Restaurant,394,0.586309524,2,0.061690399
3287,443718,34.039088,-118.249485,8:54,8:55,Event Space,420,1.25,2,0.124327604
3288,443718,34.039088,-118.249485,8:58,8:59,Spa / Massage,670,0.99702381,2,0.096324856
3289,443718,34.039088,-118.249485,9:02,9:03,Portuguese Restaurant,240,0.714285714,2,0.075465442
3290,443718,34.039088,-118.249485,9:03,9:04,Winery,215,0.319940476,2,0.034820581
3291,443718,34.039088,-118.249485,9:06,9:07,Flea Market,250,0.37202381,2,0.037745551
3292,443718,34.039088,-118.249485,9:18,9:19,Falafel Restaurant,257,0.382440476,2,0.034498532
3293,443718,34.039088,-118.249485,9:22,9:23,Funeral Home,358,0.532738095,2,0.056243104
3294,443718,34.039088,-118.249485,9:25,9:26,Paper / Office Supplies Store,626,0.931547619,2,0.100269108
3295,443718,34.039088,-118.249485,9:28,9:29,Spa / Massage,85,0.126488095,2,0.012351455
3296,443718,34.039088,-118.249485,9:29,9:30,Office,570,0.848214286,2,0.076612576
3297,443718,34.039088,-118.249485,9:34,9:35,Fraternity House,110,0.327380952,2,0.035340955
3298,443718,34.039088,-118.249485,9:35,9:36,Spa / Massage,207,0.308035714,2,0.033217911
3299,443718,34.039088,-118.249485,9:37,9:38,Tapas Restaurant,491,0.730654762,2,0.077757486
3300,443718,34.039088,-118.249485,9:42,9:43,Gluten-free Restaurant,155,0.230654762,2,0.021535762
3301,443718,34.039088,-118.249485,9:43,9:44,Australian Restaurant,406,0.604166667,2,0.057686789
3302,443718,34.039088,-118.249485,9:44,9:45,Factory,509,0.757440476,2,0.068633554
3303,443718,34.039088,-118.249485,9:49,9:50,Australian Restaurant,641,0.953869048,2,0.103403484
3304,443718,34.039088,-118.249485,9:50,9:51,Synagogue,216,0.642857143,2,0.065816121
3305,443718,34.039088,-118.249485,9:51,9:52,Home (private),213,0.316964286,2,0.033378787
3306,443718,34.039088,-118.249485,9:52,9:53,Temple,313,0.931547619,2,0.087813579
3307,443718,34.039088,-118.249485,9:54,9:55,Mosque,473,0.703869048,2,0.075381014
3308,443718,34.039088,-118.249485,9:56,9:57,Music Store,152,0.452380952,2,0.044216862
3309,443718,34.039088,-118.249485,9:59,10:00,Cajun / Creole Restaurant,229,0.34077381,2,0.03631029
3310,443718,34.039088,-118.249485,10:06,10:07,Parking,196,0.291666667,2,0.028869555
3311,443718,34.039088,-118.249485,10:07,10:08,Fair,293,0.436011905,2,0.046307959
3312,443718,34.039088,-118.249485,10:14,10:15,Automotive Shop,551,0.819940476,2,0.089711695
3313,443718,34.039088,-118.249485,10:16,10:17,Animal Shelter,105,0.15625,2,0.016198952
3314,443718,34.039088,-118.249485,10:17,10:18,Gift Shop,131,0.194940476,2,0.021291913
3315,443718,34.039088,-118.249485,10:18,10:19,Tea Room,344,1.535714286,2,0.148110062
3316,443718,34.039088,-118.249485,10:26,10:27,French Restaurant,219,0.651785714,2,0.059275643
3317,443718,34.039088,-118.249485,10:27,10:28,Bus Station,601,0.894345238,2,0.081809674
3318,443718,34.039088,-118.249485,10:31,10:32,Italian Restaurant,527,0.78422619,2,0.082640128
3319,443718,34.039088,-118.249485,10:32,10:33,Ski Area,620,0.922619048,2,0.099167798
3320,443718,34.039088,-118.249485,10:35,10:36,Temple,316,0.470238095,2,0.044165481
3321,443718,34.039088,-118.249485,10:38,10:39,Distillery,498,0.741071429,2,0.071049942
3322,443718,34.039088,-118.249485,10:40,10:41,Cemetery,80,0.119047619,2,0.012708361
3323,443718,34.039088,-118.249485,10:44,10:45,Filipino Restaurant,350,0.520833333,2,0.050608943
3324,443718,34.039088,-118.249485,10:48,10:49,Home (private),451,1.342261905,2,0.123668807
3325,443718,34.039088,-118.249485,10:53,10:54,Taco Place,248,0.738095238,2,0.068565272
3326,443718,34.039088,-118.249485,10:54,10:55,Shrine,353,0.525297619,2,0.055432011
3327,443718,34.039088,-118.249485,10:56,10:57,Ski Area,324,0.482142857,2,0.048680505
3328,443718,34.039088,-118.249485,10:58,10:59,Animal Shelter,655,0.974702381,2,0.093750201
3329,443718,34.039088,-118.249485,11:01,11:02,Moving Target,221,0.328869048,2,0.034347912
3330,443718,34.039088,-118.249485,11:09,11:10,Café,543,0.808035714,2,0.075945442
3331,443718,34.039088,-118.249485,11:10,11:11,Synagogue,593,2.647321429,2,0.277843482
3332,443718,34.039088,-118.249485,11:12,11:13,Brewery,343,1.020833333,2,0.108562301
3333,443718,34.039088,-118.249485,11:15,11:16,Indian Restaurant,518,0.770833333,2,0.081297667
3334,443718,34.039088,-118.249485,11:16,11:17,Cemetery,399,0.59375,2,0.059884686
3335,443718,34.039088,-118.249485,11:18,11:19,Fast Food Restaurant,660,0.982142857,2,0.092671033
3336,443718,34.039088,-118.249485,11:22,11:23,Indian Restaurant,251,0.74702381,2,0.069180653
3337,443718,34.039088,-118.249485,11:29,11:30,Music Venue,503,0.748511905,2,0.080888579
3338,443718,34.039088,-118.249485,11:32,11:33,Japanese Restaurant,372,0.553571429,2,0.057875225
3339,443718,34.039088,-118.249485,11:37,11:38,Spiritual Center,656,1.952380952,2,0.194500237
3340,443718,34.039088,-118.249485,11:38,11:39,Smoke Shop,297,0.441964286,2,0.046475471
3341,443718,34.039088,-118.249485,11:39,11:40,Thai Restaurant,531,0.790178571,2,0.075254061
3342,443718,34.039088,-118.249485,11:49,11:50,Tea Room,476,0.708333333,2,0.075898368
3343,443718,34.039088,-118.249485,11:51,11:52,General Entertainment,496,0.738095238,2,0.068786139
3344,443718,34.039088,-118.249485,11:56,11:57,Southern / Soul Food Restaurant,232,0.345238095,2,0.035370766
3345,443718,34.039088,-118.249485,11:58,11:59,Beer Garden,136,0.202380952,2,0.018640884
